Username,Text
allaboutcricket,"IPL schedule for SA now online http://snurl.com/fezu1 , but none of Joburg matches are bookable yet  #cricket http://ff.im/-1Ynyy"
Bashair_E,i lost a follower 
AlmySidaKay,"Happy and sad, I don't have to go into work until 3:25 today, but I miss out on my 12 Asian kids on a bus route. "
Hollywobbles,@reinmouse 
Curlylox,"@xxandip I love pineapple, but it gives me tummy ache "
richellebritton,wondering where this cold weather came from 
dansoton,"Just had my credit card pwned, luckily I won't have to cough up for it, but still a pain going through the disputation process "
pezholio,"@abeeken Trust me, they've tried that before! (well, maybe not an aeroplane) got home and all my veg had been dug up "
loriblack,When am I ever going to need to know half the stuff in the risk notes? Still not finished the essays either 
SociallyCubed,@perrybelcher sure is! Killing me 
senorita_verde,@jfuzell omg.this is the horrible mindset i've been having for a month now.  hope u r doing well! o &amp; enjoy ur weather. its snowing here 
tuasomeblossom,I dreamt that i was failing one of my classes. It was not fun 
glassgrrl,@julielondongirl what happened? 
xxTinksxx,MMMM.... dyslexic fingers agian 
NimbleBun,"I'm not drawing, awe damn "
Monica_Tomaszew,Waiting for it to b 9am so I can go talk to the store manager at 75th and bell.. Need another job wis isnt gunna cut it.. 
Andiegirl123,@danecook - something came up and i'm going to miss your show on May 2nd in Jersey. It was my birthday present from my girls - 
sassafrasstic,my twitter is so much more boring without @johncmayer updates every 5 minutes. sigh... 
ChewChewTray,"@Dolly100 good luck with your MRI hun, thinking of ya!  they are yukky things!"
emmakid,@hubbit would they exclude Rufus 'cos of his orientation? 
EmilyK4,Evidently I am shitty at cheering people up 
WaspyRedhead,Worried about Steve's (@verygneiss) eye. 
SamRinny,Im cooooold 
Luigidu,"studying for our exams (done = bio, halfway = english &amp; math and gonna start with spanish and history) while everone else is in VACATION "
Jaynie83,Is sitting at work bored sniff sniff! 
missmanara,@Jodelka you know i'm broke! how high maintenance would i be to spend my non-money on nails  i'm sure yr sick of the same excuse but BROKe
DreamnetRob,Good morning everyone .... Rob is trying to pull his foot out of his mouth this morning 
93FeetEast,New boss looking agitated again today. Been keeping quiet... heard he's used the sword by his desk on new employees before 
FROactiv,Seems like twitter is glitching again... Last two tweets have been stuck @ the top...  *crawls back under social networking rock*
lizzy_anne05,being bored... not wanting to go to work... and sick yay.. 
rockstarbn,Oh Noele.. Huntsmans are beyond any horrible scary word.. i HATE them.. they FREAK ME THE FUCK OUT!!! &amp; theyre freakin HUGE  FUCKERS!!!
eggvip,I wish Hattiesburg was cool enough for Eddie Izzard to visit.  
SantanaRoussell,no feelin well 
northern_monkee,thinks @richd78 should stop sending him work to do 
miji4u,@iblastoff Arrgh I wish I could download that but it's impossible 
ChosenElle,@Streetsdiciple me too 
justinhall13,mom's pissed... i don't think i get a life today... woo 
timcredible,"it's april, it shouldn't be snowing anymore "
amynperry,Training class for my other job. Hopefully it won't be boring! But I think it might be 
SaShaJ7,@naturalboy1 LOL I need too I've actually never been 
Monica_777,trying to do my 1st twitpic but my phone is not cooperating! 
korbinb,second cup of coffee doesn't seem to be working 
DerBandit,@schleider Already looking for that damn CD 
AAyers00,"Cooking pot roast in the slow cooker, helping with school work, changing a diaper, cleaning and being fat and prego..lol! No rest for mom "
findingurstyle,"pleased to follow @LionelatDell @RichardatDELL (per armano) ... i have a ? about my 3 yr old, $1200 Dell Inspiron that's now dying "
tawnylyn67,I wish it were warmer since I have errands to run today 
ramp_tram,I was almost tricked into eating pig snout and cow tripe. 
halfaheart,just had a nasty nosebleed and this didn't help me at all http://www.etsy.com/forums_thread.php?thread_id=6108505&amp;page=1 made me sad 
NBleackley,So tired. No money for lunch 
i_gatewood493,"gets to take 3 math classes, a computer science class and an education class next semester "
starprincesss,I've had a headache for the last 3 days.  I don't want to go to school todayyyy
Shayman77,"Just dawned on me that Kurt Cobain died fifteen years almost to the day. He was found on the 8th, so I've not completely missed it. "
yipcoyote,"Awake after six hours. Win2k desktop PC still works, but network still flaky  I think USB is screwed up or something."
Klairen,is a very sleepy boy  5am starts dont agree with me at all!
FrauleinJess,My bruises hurt. 
djaanr,"CKV2 sucks, morgen eindexamen "
Love_Alex5555," My head is hurting, my throat is sore, I can't hear the Day26 leak, the Day26 album on Amazon is fuc*ing expensive, I have homework :'("
Adatur,Busy day today... 
uppercase_lady,"Woo-hoo . . I've hit 200 followers! lol  Thanks to those who follow along! Sorry I've been too busy to tweet much, its tax season!! "
oli101,"Time Off Day 2: Just got back from my time out, i am so tired of being skint, no good news at the bank  May watch another zombie film now."
CaitlinInStIves,Could've been worse. Could've been better. Got to go back in a week. 
LadyPhia,"is running this morning inside. Work tonight, school tomorrow, then being Vic's stupid taxi tomorrow night  thank god AP is this weekend!"
Jamieryan84,I am going to try and walk all the way to work (5.2 miles) at least once a week I think. I'm 18 stone 
gwc11713,But no mutant superpowers.  Got pumped up with radioactive juice and nuthin'. Can't shoot web� no big green muscles� nothin'! 
Hollywood_Trey,@LFTA Ur going 2 sleep now? 
kaekae444,its only been two days and i miss dance already   class blahhhh xo
arsbars,@TotalCyclist I got shit loads of allergies 
amber_piers,I'm cold 
iphonedyou,"Law  lots of reading, very little sense"
hyruwen,My external HDD sometimes fails to get recognized by Windows. I think problem might be conflict with USB hub. It's not fun to use anymore 
KreepyKimber,"@RoyalBlueStuey Haha. Little scared of the public stage eh? I love it. I like to travel, just don't get a chance to do it very often. "
lelotusluna,"@rainbow_spitt So glad Eddie's okay... really sucks about the car, though "
knowtheory,Anyone else having @github fail this morning? 
TVFanUK,"@janeybelle15 awww yeah, you're not going to be on much longer are you "
AlCarlton,"@bobbyvoicu Any progress on the site sale, seen it's not been updated in a while "
Tati323,@meg2e63 hows the beach retreat?  I wanted to go but once again mi madre said no 
evahall,@santaamy i don't know where he went! i'm starting to get worried 
joelinux117,"Going to have some delicious pizza, and then to the dentist "
greenturrrtles,Migraineeeee  in ap english rawr  x__x
samanthaislove,I so do not want to be awake right now  boo school!
ElleDell,who stole elledell@gmail.com?  
BKinsey,at mobap doing homework. 
jameisonb,Sleeping on the floor in Portland 
imunderdog,school/english course damn  (46 dias *-* )
mconnell,inconsistent method signatures make me sad 
matthewgagnon,@PoliticalRight What car in my parking lot DOESNT have one of those?  
bri2003,@waspinator holy shit. there's no so in richmond--yet. stupid weather 
iliaa,@CalEvans actually recently apple has been pretty shitty about needing to reboot after many updates 
yeuhuan,Twitter is not working very well for me... and Marc Faber over dinner is exahusting fare... 
tingsagwaan,ate too many peanut butter sandwiches  
BGx3,@MirandaNicole Oh no! I hope he's doing better and even more that you and he got some rest. 
devilgirl7734,"@Jiggywiddit Awww, Sorry Jiggy! I am sure something better will come up! "
bribabes09,had fun at chars......now cleaning my room 
csarina,@playaharmonica me too  why are we at school...
twbigdogsgirl,Winter has come to NC again! 
heatherjg,i know  ouch @gracielag
MikeWhatmore,dog has been walked. washing in the machine. chill time. sore throat though 
mekeidan,you Spread The Sickness! Stop Looking At Me When I Cough! 
dreamfight3r,"nope  but they were in UEFA cup, because they won that Copa de la Rey thingy"
mariahightower,"Pray for Collin, he just had a stroke. I hope he's gonna be okay.  "
tifers_3117,missing my baby.. waiting for 2morrow to get her already.. 
emilyjmorrison,finished....hehehe... yay... sleep is good... dont wanna get up early 
Turntabling,"Scored decent deals on Argento, Morricone and Goblin. Nice...too bad it's not vinyl though "
laraec,i have to go to court today... 
vluke,Why do the doctors that I choose always take forever?!?!  I hate waiting...it's been 30 mins already 
bri2003,@waspinator holy shit. there's no snow in richmond--yet. stupid weather 
TheDiva,"@TreoBenny There *should* be a go to top option, but not one that I know of "
uhcougarnikki,is tired 
sarah_nce7,"@_Dappy_ about Shotts u know, lol. I had to leave Raw Talent early man,  was well wounded. You gonna send me V.I.P tickets? haa."
SusannaYou,got a mosquito bite in the morning  I hate them!
Dogbook,Big Mama is missing her mommy!  she is always gone! http://apps.facebook.com/dogbook/profile/view/6305303
MrJonty,@Tom_K_Morley student poverty I was down with. It's supposed to be over now 
elysiabrooker,@ChrisHaddad Where are you Haddad? Maybe my Tweetdeck just doesn't like your updates but I haven't seen you at all!! 
brenthomer,its time for staff meeting..and now my boss is next to me so I won�t be surfing too much today 
biancaboobette,coffee keeps me going..... oh god work again tomorrowm  good ol maccas
lisaesparza,@Roselyn ugh I'm sorry chica. I feel like no one understands when I have issues like that w/makeup.  at least Monday is over..
EricaNakagawa,japanese &amp; their hiragana..  &amp; that's saying something.. since i'm japanese.  man do i hate my own culture! couldn't they've made it easy?
KimmyBarker,is super overwhelmed with schoolwork 
bayuhlee,"edison, please don't shut my power off yet or I will have no music to play all day "
ondancefloors,this is absolutely soul destroying. 
jreycruz32,@RachelStarrxxx I hope you get better soon  just make sure you have alot of fluids 
HerbalWater,Wishing for spring temperatures.....had to break out the winter jacket today 
emmatucker07,woken up v early by a big pair of brown eyes. unfortunately they don't belong to a puppy...   but they do belong to an evil mayan 
paulsibley,"@beccus And, unfortunately, probably never will. "
JennXxx,"NEEDS a trip to Vegas soon. I miss it.  You'll find me by the pool in a bikini, people watching with a football Long Island."
MoREthANHuMAn,"@thebraysmommy oh, yea...would have been better, not function well, at work... i.dies.    [sobs]"
kariiinaa,@andreeyuhspooky cept i still have to get up early  which sucks haha
sdca2lcnm,"Reno 911... I'll always remember you for what you were, but its just not the same with this different cast. I'm going to need some time "
strictmachine,"@sparkledonkey: The second he started posting about moving in the subscriber section, I thought of you guys. "
FuchsiaStiletto,one hour and counting - I am so tired 
ryanrobbins,"@agouty   OK, I'll hold back the tears. C ya in Kansas City!"
mrswaugh,Where is my Twilight dvd? 
donapatrice,another night alone.. 
ShannonMorgan,@joshuahaines I second that. 
hmans,"@Zee For example, it simply won't send direct messages. Well, it will pretend it did, but it actually doesn't. Kind of a deal breaker "
Steve_Sanderson,@cowhateration true your art gets to live on forever but shot glasses are finite  lmao
Susahnn,going to work... the work that pays the bills  not the fun one 
lindasham,"Forgot to pay parking fees due today. I hope I can get out of parking, if not, I'll be stuck here till tom morning "
yasminnn,"went to the dentist, had a driving lesson and should now start packing for tomorrow. got to be up for 5 apparently "
ScuzzMonkey,I hate watching trees getting cut down...it depresses me!! 
chuck_bartowski,@rehab_fairy  sorry 
thelaw,I dreamt that i owned GTA4 
jdivosevic,My mom and sister are watching Johnny Depp film a movie in Puerto Rico right now and I'm at work 
tractorqueen,"@plsdontgogurl Ok. Found him. Sorry, not hot. JK IS STILL AS HOT AS LAVA! That dude isn't getting into my lust list. Damn why did he win? "
walex,"Oh gosh, I am so sick today "
valour,really want to watch the new fma. why does my internet fail so hard. 
simbabro,wishes he wasn't ill 
kyenne,@KennelRuth I totally agree... I have both of them half way done and wanted them completed by today 
elkosupertech,"Ok its official, I feel like crap.  Dunno if its allergies or a cold but I hate feeling the phlem at the back of my throat. "
Blaxi,@JOEYCRACKTS I cant find ur old video MONEY IS THE KEY TO SUCCESS  anywhere online!! i been searching errywhere!!!!!!!! 
VinayakKamat,"@John_Papa not sure if it's only me, but everytime I tried R#, it slowed down my VS 08. "
cubandoll,I'm sick  Someone come and take care of me!
rushindoll,"@wickedtrue Boo no work.   in unrelated news can you get your highly-paid roommate to contact me?  I sent an email last week, no response."
darrylabaker,"anyone want to buy their dear, unemployed friend Darryl an Austin City Limits 3-day ticket? Only $160. Guess I'll sit it out this year "
greenpockets,caught the cold... 
kita_k1freak,amazing how his big head hasn't made him lose his balance and fall on his face...yet...and I love him too much to watch it happen. 
vanecita27,is back at work boooo for me 
katzr2000,I don't wanna have a root canal 
Bagrant,@bradshawme the snow hit me in the eye and literally made me cry 
_BooBooKitty_,My phone is off.   but I do have a new number and other ways to reach me until then. Me. Message me with your numbers PLEASE! Thank you.
laurenfoot,Arrrggghhhhhhhhh i cant put my picture up...its being stoooopid 
Lindsey_D,@hypno_sadism   I am without words. Oy.
Nessyjayne,there woz summin rng with tht cream egg 
lindsaycb,@enoch111 Whoops. I got a little too happy. Doesn't work. Takes me to Cisco's page.  Shoot.
InyanWicasa,@KatyLinda Wow! Kudos 2 U.  4yrs &amp; 3 mos.? Hope Ur 4yr old gets btr 2day 
madrogue,"There is a higher cop-to-donut ratio today, so there aren't any left for us "
stevenray88,Missing his babe! I just want him to come back home and lie in bed with me.. 
CSiwiec,I'm getting really lazy with my Twitter updating 
semipenguin,I just finished a Tear 'n Share Size bag of Dark Chocolate Peanut M&amp;M's 
krystalatwork,@mapgirlsfc The Flames need to learn how to win in the playoffs. I'm sick of our 1st round exits every year. 
Aventerine,@ZombieFarmer That seems to be everywhere right now. It's only 34 here. It was 50 last week 
BenBurness,ugh everything isnt working for me today 
SwtDee52,Got my baby's shots today. He flipped out. I wanted to cry 
measureinlove,sick  can't wait to go back to my room and sleeeeep.
lelephantrose,@nina_oliver lol yea. i really hated that episode last night. and i hated the fake obit online even more. im gonna miss him. 
chasehsmith,so hungry...should have ate 
hayduchovny,I am feeling under appreciated and taken advantage of 
Sweet_Kee,"@Willie_Day26  I want to see you guys really bad tonight, I haven't had the pleasure of seeing ya'll perform live yet "
FallenRoses,I want to stay in bed all day. 
LaraCroftNY,off to teach Spinning...and hopefully find my missing shirt 
sannymauz,@VanessaHudqens you don't answer me on bebo 
swampa73,"@stiff_kitten_ no, the plain brown ones "
combatbarbie_mp,Trying to find a oral surgeon who accepts my dental insurance! I have to get my wisdom teeth pulled out 
mikemueller,@SandyGuerriere I admit it. It was all my fault.  I accidentally pulled the power cord to Twitter thinking it was for my laptop 
riokitty,how far away will tier 3 be!?  
nurikins,@GabrielSaporta you made ONTD. The entry also happens to be Flocked. 
giclee,@WholeFoods nearest store is 5 miles away 
kuronekohime,Vacuuming your apartment with a dust buster is not fun. 
Rosscopico,off to work ho hum   will listen to more dan le sac in the car there...
rushingdrums,she turn out fine. at least she didn't annoy me. doing malay hw at 11.09PM. I don't know for what reason but i kinda miss hannah 
eliORO,Man...now CollegeHumor has a thing on their site about real life achievements.  we should of capitalized when we had the chance.
papdi,What an awful dream 
hotcosmochk,Surgery 2day  cant eat until like 5 or 6  im hungry!
parmdeepjudge,had to bring the coats back up from the basement 
nickfenton,@J_Alexandria I know the feeling.  
Totosam69,Too Much Grape Last Night 
Keleigh5454,mourning the loss of my puppy Nala 
MCeubanks,Rock Fore Dough is tonight &amp; I'm missing it  I can't wait til Friday when I'll actually be in AUGUSTA! PS - happy birthday eve to @LauRob!
afulgieri,has kinda given up on twitter...sorry guys 
Jimmymusic,"Somebody go give my dad a hug, I feel like he's been grumpy for a few days "
Josh93945,Off to work to do some IT strategizing and then strategize fixing my own computer at home. 
Andrea247mc,I feel sick  ate too much
pistolxpractice,@TereNY  go dye eggs and stop tweeting
KayleeMacMillan,Still snowing outside   Heading downtown today anyways
mekster,@eldiablito_72 It's not available here   I may have to look for a Google image....
shedtroll,Gah! The wait is killing me! 
EmilyRPiatt,hurting pretty bad today. 
gianorama,"grrrr, stupid fail whale is not letting me update my twitter icon.  and now i have nothing "
HeavenGeorge,Had to order my book!  What do you mean people don't have an immediate need for obscure language reference books? WTF? Etymology is so in!
Tindomerel,@ParanoidArtemus I work as a graphic designer for a small company in Middletown. It is a constant thorn in my side. 
danashanine,Major headache coming on!  Whyy mee? ...
daydreamer07,"@EWPopWatch: Did Kutner's *sniff, sniff* *sob, sob* leave of the show have to do with the actor, Kal Penn? "
allygriffin,english lectures suck 
WrittenByBecca,It is snowing here  But I figured out my term paper topic for Psych; Dreams!
mimidoogi,@screamaimdance haha yeah that's the one :] and I tried with my Flickr but I can't even remember my Yahoo ID :S  Added you on my one
jam_ie,Ouch. Still hurts. 
twistedsocks,"@LozzieCousins But why must it be complicated? If I want to see something that's prob not there, why can't I do that w/o ppl commenting? "
kategardiner,"r.i.p. fave jeans. If you weren't discontinued &amp; unavailable in chicago, I would buy you again and again. like I have for the past 4 yrs. "
kelliephayer,@Jonas_Dreamgirl yeah  maybe i'm just going crazy haha.
smont,@nathanryder  at least wait until 01/05 then it can count to your page count if need be... I'm sure it's not as bad as you think tho.
christinaheart,awwwww. a kitty! right outside the gym. it's so cute! i think it's a stray. 
AdvoKitty,filling out my Call to the Bar form :/ just have to find 2 &quot;professional people&quot; to give me a reference 
HomesteadMommy,Kids are still a little sick.  I'm getting it now to.   Going to do a light school today.  Get lots of rest!
cathryntalbert,About to walk through the gates of hell and rot for 6hrs with hundreds and hundreds of students. Ahhhh!!!!!! I hate it here 
djbrenez,"Work has me very stressed lately. Getting small silly things wrong too, so it's very hard to be philosophical about it. "
skylaarsays,"today is already bleh, didnt have time to str8n hair, late, and have a headache, wanted to sleep forever, !!! "
kryptonitebarz,Sick at work  took Monday off... Gonna take tomorrow off.
jordandroid,Bro came in to ask what gameboy game I was playing so loudly. He walked in on me listening to Japanese chiptune. And humming along to it. 
donnajeff,I am hoping it's not raining when I leave work not got a rain coat with me 
notytony,still in office  What has become of me?
girlhaq,I feel worn out and it's only Tuesday 
LisaBarone,"@krow272 Yeah, I hear you. Sadly, I don't have $42 to spend on a stuffed red robot. "
michpwnsyo,@jasminekpk OMG 3OH!3 WAS ON RADIO?! DAMN I MISS IT NOOO what channel was it? OMMGGG NOOO 
HazyRigby,You guys have no idea how bummed I am that I'm still sick. This week was supposed to be awesome. I was going to learn things. 
2_13,@dirkmshaw Nope... tried myself and they talked me round in circles for 20 minutes and tried to put me thru to sales to buy a new copy 
JChobot,"Home again, home again. Jiggidy Jig.  http://twitpic.com/2yi9c"
SweetJme,At work but wishing I was home I cantbdeal with these yahoos today!! 
Fifi1976,All the twits are mixed up again 
Binit,Doing facebook quizzes... man some of them are so stupid... i don't know y i'm even takin them 
Misslovely1725,Working...again 
mannyrique,@jonathanchard I get like that when I am around the sweets!  I just love them so 
ananthb,Just created a twitter acct. Couldn't fit my last name in cos of 20 chara limit 
savgene,Wants to ditch class and work to enjoy the windless weather today.  but knowing NM weather it won't last long.
sdwinstanley,its about to be a loooong day 
Dynesysgirl,Desperately tired with another late night to look forward to  roll on Easter break!
alotofnothing,@bosssanders what? why? noooooooo - but i do know someone who needs it if  you can't go 
loho3,trudging through the snow to class in my UGGS...last week i was wearing flip flops... 
JasmineDarkly,@AnandaRose That's completely lame.  But nonsurprising.
MCbutterflyfan,Great now my mom is sayin that i get to go to the doctors to let them check my back today!  can this day get any worse??   My love baybay
EvSalvador,I am at work 
IvoireofDTP,Man im sad that my whole DTP crew left me and now im pretending im with them through twitter updates... 
smart_kookie,@filmnoirgirl yeah!! i was gutted that i couldnt meet the astronaut  lol xx
unsa48,is in desperate need of followers! 
Destrownage,"for some reason when i tried downloading the tweetdeck client, it wouldn't let me. i see that a couple buddies have it tho....confusing "
miahrose,someone come out with me 
mandinp,is sooooo disappointed &quot;white party&quot; is this weekend  the weekend my girls are coming to visit!! Lame....
kovshenin,Jeez I hate my university. Got out at 18.00 today then straight to the office. Ugh. Two more weeks to go  *sad panda*
saffyre9,@mdenny but not a fun one 
strayinma,"Lycos 14 year old mascot spider &quot;Rex&quot; passed away this morning.  RIP friend, you will be missed.  Her story: http://is.gd/rdsE"
PrincessBlessed,Hey twitters Blessed is back.... Yay!!!!!  In skool tlkin 2 the bestie bout my problems... Smh 2daii is not a good daii 
garethmann,I have just started listening to Spotify - Should i upgrade and miss Roberta?? 
LonesomeRoad,"@SurrendrDorothy I had a tough time doing anything here yesterday around 3, 3:30. "
SaintAres,"Signed up for classes bright and early today, turns out I have one on the other campus next semester  Its the only class that day though!"
chobotsyoungs,my site members mad at me and i think never forget me!! 
awafaa,cant seem to get VMware Workstation6 to use NAT - my openSUSE vm cant get a net connection 
LatoyaNT,@jodeci4eva Man its really so hard to tell at times whos real and whos not just takes the fun out of twittering sometimes....  ugh...
HailzBellz,@LadyLeamy Are you gonna actually spend anytime with me? I'm moving this weekend 
thelastsummer18,o chem homework since 7 am 
makeupdiaries,Yet another injection 
stemple0610,am not so much looking forward to being here at school til 730pm tonight 
carrotmadman6,It definitely isn't fun reading 8h of Tweets... 
CruzHilton,@HilaryAnnDuff Love it . Didnt Like Cying you Cry  x
omfgitsvera,@tommcfly i have to still read eclipse as well! don't watch twilight the movie though if you want to keep liking the books. movie's bad 
greasyfungus,I just did 10 chin-ups. I dont know if I can do another set 
mogway,"just got home, long day at the office again "
NVious,@beckers357 I'm sorry. And you hit someone huh? 
diamondjames,@AaliyahLove69 It was awesome meeting you too! I'm sad that we didn't get a chance to shoot  I'm in Florida btw. Any plans to visit? lol
lotus_lizzy,@catsociald I'm sorry honey  I had trouble sleeping last night too. I blame the bears.
monicamonster,"i'm playing neopets, watching top model re-runs, and tweeting at @Mattynewport [ facebook is down for me  ]. ahhhh spring break &lt;3"
ashleyha11,really wants tijuana flats and no one will go with me 
dave_dash,@lmorchard sad   sorry to hear about your PomPom
SammieJune,Omg Im having the hardest time staying awake in class....ugh. An all nighter was a bad idea  I need sleep!!!!
RIPMC,"@shamzleroc ooooh!  I wanna come. I was BUSSIN they asses the other day, so I'm probably banned. She tried to call me a &quot;button basher&quot;!"
levarthomas,"@UrfavoriteBarbi what's good with u this morning. laundry day for me  when i get more doe, i'm droppin everything at the cleaners."
mrsnickhodge,"Arrrggh, #failwhale strikes again "
a_hill_33,Back at work .... I am so upset my mom's puppy chewed up my Twilight book while I was sleeping and I just bought it last night    
1heart1bullet,": Gosh, I'm fucking emo. I wrote on status on facebook 4 her, mum turned off Tom &amp; Jerry (which me and Ruby was enjoying) For The Hills. "
Jimmers31,"Sick as an MF'in dog, hate my immune system "
ATLRedd,Never went 2 sleep...  and i got class at 2... i need 2 do dis homework...errrr
yolacey,@shelbydotjpeg i know it's so nostalgic!  
Jen392791,http://twitpic.com/2yii3 - my q key broke 
PixyMisa,@PixyMisa is now double-plus-deceased with chocolate sprinkles. 
rcastag, Twitter is over capacity. Too many tweets! Please wait a moment and try again.
bcullen,"No cufon for this project, $1500 additional fee for web embedding "
moonchildren,where are u now? 
djsummitt,Will Prop 8 make California the next Mississippi 
wishishere,@urbaninformer I'm back up north now 
suicideluvkitty,@honey_bucket awww  but achewood is the awesomest. I got sable and my old roommates into it.
SelyJonas,Diana says I have drunk eyes and drunk fingers ehh. 
spencerxlove,"Stayed home from school, little sick "
rossg6,@Xadacka NOT LIKE THAT!! haha.. 
MarcoRocks,@taracraig Word. I am making another cup now. I wish I had a latte though 
twiter_twotter,it's raining!  But it doesn0t matter... I stay in home because I'll be study
AmyJoyce,powers out all in DeLand.. wind is so crazy it blew over a power line! but class must go on 
bsravanin,"Kutner RIP.  Good for &quot;House&quot;, the series I mean."
ladyjayde,"@divinacucina yes! it is my last day today. tomorrow, i head to cefalu! so sad about abruzzo, my heart goes out to those people "
HelpingMind,Waiting for the Doctorrrr - wee 
WalkTall,"eating breakfast, work at 1.... "
debz957,has been neglecting Plurk.  http://plurk.com/p/n2vlz
amydavies87,"@adavies234 embarrasing cheese incident friday with future ppl. ordered pasta,  waitress put parmesan on and i had to send back  bad times"
gerdiefrancisco,just got 2nd opinion about my illness.  not a good opinion.  
deathrockk,"Up early because of school, only worked out for 35 minutes this morning... Gonna be in VNC all day until my evening class lets out. "
lovemydox,Already hungry for lunch and it's not even 11:00 am yet.  
rowsim,Your average industry �nilla porno doesn�t even start around a coffee table anymore� what the hell? 
lgwilensky,I miss mrs gordon 
wonderarillo,"@IvoireofDTP she is, isn't she? lol. Zo� is great! We are missing each other right now, cuz I'm out of town  how's everything with you?"
JMichaelHaynes,And my pen just ran out of ink... It's going to be a good day. 
meredithmo,"@shaneb Tried as hard as I could to stay away from BSG spoilers when I wasn't up to date, and yet it still happened. Still, I apologize. "
paulglester,Now our kitteh Stanley is sick! His lungs are filling with fluid and he has to spend the night in an oxygen chamber at the emergency vet. 
Dogbook,Timchou (A.K.A. &quot;Timber&quot;) ...my mom ran 13.1 miles...WITHOUT ME!!!  http://apps.facebook.com/dogbook/profile/view/6203681
hellooperator77,@InkySpice ack! that sucks 
rebeccalwzheng,im sad to hear about sandra cantu 
kkto5788,is still sore from K1 
AndieGrandson,I don't wanna go to school...and find there fake friends  I need an Advice pleaseee!
Runetap,"sitting at work bored, wish i was home "
GigiKeyes,@justinkeyes777 Momma misses you.  
johncoswell,@technosailor Yikes! Hope it's not too serious. 
janeybelle15,Byee everyone *sadly goes*  xxx
jk702,"Also too much candied ginger, agh. It was supposed to be for curing motion sickness on the bus, boo. "
johnnybaverage,I think my tweets would be more interesting if my LIFE were more interesting 
stefyy87,still figureing out how 2 use this 
candita,@earthXplorer excruciatingly slow today 
nuyoricanlady,Home sick....not feeling good at all....I feel like I am coughing out my lungs!!!!....And I don't smoke.... 
ChecEffect,....phone is dying!  Wish I had an extra battery.. lol
emmabee11,Ow! the blister on my little toe is stinging 
crmunar,Leaving for school. Fuck so much to do today... 
carriepalmer,feels sad this afternoon can't believe it's still another 13 days to go 
buckskin89,was denied my dependency override...now i don't know what i'm going to do... 
coachcam30,ive been in the bed since saturday.... and its tuesday 
thebigBANG,nah man we just got here. and there was no britney involved  SOMEONES not a fan....
kelso22340,@kprender  so is your face
murflet,"Whittards is gone, habitat's going, and IKEA's gone shit...what's the point in living anymore?! "
dshiggins,"@Snappsgirl89 wait?!?!?! darn, I thought this counted as productive "
vampiress_vina,is taking her medicine again.. 
nique972to305,"Wtf...My photoshop serial stopped workin, {that sucks} "
jackie1211,I'm so sunburned! It hurts so badly!! I can't even move 
techie_nerdo,Right - off to spend quality time with the kids as working over Easter...BOOOO  
proudmomx2,@NKCoverGrrl That's terrible!  Did they do a midnight move or what?
jfinley88,Does anyone have a copy of the newer family force 5 cd?? Myne is all scratched and I never put it on my my computer 
RuMeBags,welcome all our new followers! we will follow you back as soon as twitter let's us follow more than 2000 people 
Koebbe,@ChristRepz dude there was no doubt that carolina would whoop up and man they won every game by an average of 18 points...till next year 
semipenguin,Coffee &amp; cigarettes. Blah 
lalakitkat,i don't want a friday lab next semester 
QuelaRenee,@HilaryAnnDuff wish I could view it on my phone 
RedLadyA,Just had mac n cheese thrown at me!  I' m covered in fake cheese 
LondonKia,cannot change my profile pic. Aaarrrrrgh! now I'm just Agent double o 
AnotherJulia,"Ate more chicken nuggets on the way, though no chips this time   Traditional Swiss Easter cakes for pudding, yum. Much fun was had by all"
niki0979,I want to go back to bed but i can't. 
ChristinaXO,How sad.  http://tinyurl.com/c975bt
victorchambers,I'm sick... But I have to venture out anyway. I gave ro my second pair of gloves only to realize I kind of need them today. 
msericajay,@PiggyRod i was shaving my arm pit. And it hurts 
Bre1331,"cold, tired, stressed, annoyed, irritated, getting sick... ugh, i hate life!!  can't wait till the weekend, i get to see people again..."
mydogdiesel,Wow home alone again... 
Us_Blog,Churnalism is definately the order of the day 
blinkgoddess,"The gassy girl wasn't there, and new girl did so awful I want to cry!!  Not even Coffee Coffee will make this better.  "
Cabaal,"Cigerates up 25% and petrol up 5c bollix about the petrol  don't care about cigs,"
brycied00d,"Damnit, slept in. "
MamaSeal,@localtweeps don't see my listing  i've tried twice
killatrees420,Just got a phone call from my mom. Mine and @DjCurlyOnE great grandmother passed away today  She was 95 years old. RIP Abuela Fela.
_arien,is not having a good week 
shanobyl,in pain right now. expecting more pain in due time. 
Sweet_Cake,It's his BD today..wish i was there instead of here 
margowhisler,@_BoyWonder sorry 
catephoenix,Three new followers in the space of one minute (no kidding) and all of them appear to be spammers. 
mackenzeeee,Just realized she doesnt have a copy of the novel for empire tomorrow 
Sweetsillysara,another snowy day in northern ohio... 
gnumadic,"Dad now wants oxygen for &quot;when he needs it,&quot; Doesn't want to be dependent on it. Can't quit smoking. "
girlwithapuck,i lost my flash drive!  I am so irritated with myself. my novel is on it. 
LishNicole,Class At 1 Then Work At 2.....Gonna Be A Long Boring Day 
lizzclare,what rocks - estee lauder bronze goddess perfume - what sucks - dropping my mac blot powder and it shattering in the pot 
kittieskrafts,Could someone please send me some energy? I'm not functioning on all cylinders 
