Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,GrLivArea,1stFlrSF,2ndFlrSF,GrLivArea.1,FullBath,HalfBath,GarageCars,SalePrice
1240,20,9037,8,5,2006,1484,1484,0,1484,2,0,2,265900
1241,60,8158,7,5,2003,1768,884,884,1768,2,1,2,224900
1242,20,9849,7,6,2007,1689,1689,0,1689,2,0,3,248328
1243,85,10625,7,6,1974,1173,1173,0,1173,2,0,2,170000
1244,20,13891,10,5,2006,2076,2076,0,2076,2,1,3,465000
1245,70,11435,8,7,1929,1517,792,725,1517,1,0,2,230000
1246,80,12090,6,7,1984,1868,1140,728,1868,3,1,2,178000
1247,60,8125,7,5,2005,1553,756,797,1553,2,1,2,186500
1248,80,12328,6,5,1976,1034,1034,0,1034,1,0,3,169900
1249,75,9600,6,5,1917,2058,1134,924,2058,1,1,2,129500
1250,20,7200,5,7,1950,988,988,0,988,1,0,1,119000
1251,20,11160,7,5,1968,2110,2110,0,2110,2,1,2,244000
1252,120,3136,7,5,2003,1405,1405,0,1405,2,0,2,171750
1253,20,9858,5,6,1968,874,874,0,874,1,0,1,130000
1254,60,17542,7,7,1974,2167,1516,651,2167,2,1,2,294000
1255,60,6931,7,5,2003,1656,760,896,1656,2,1,2,165400
1256,50,6240,6,6,1931,1367,959,408,1367,1,0,1,127500
1257,20,14303,8,5,1994,1987,1987,0,1987,2,0,2,301500
1258,30,4060,5,8,1922,864,864,0,864,1,0,0,99900
1259,80,9587,7,5,2005,1166,1166,0,1166,2,0,2,190000
1260,20,9750,6,8,1969,1054,1054,0,1054,1,1,2,151000
1261,60,24682,6,5,1999,1675,892,783,1675,2,1,2,181000
1262,20,9600,5,6,1956,1050,1050,0,1050,1,0,1,128900
1263,50,11250,4,5,1957,1788,1104,684,1788,1,0,1,161500
1264,70,13515,6,6,1919,1824,1060,764,1824,1,0,2,180500
1265,120,4060,6,5,1998,1337,1337,0,1337,2,0,2,181000
1266,160,3735,7,5,1999,1452,713,739,1452,2,1,2,183900
1267,190,10120,7,4,1910,1889,964,925,1889,1,1,1,122000
1268,20,13214,9,5,2008,2018,2018,0,2018,2,0,3,378500
1269,50,14100,8,9,1935,3447,1968,1479,3447,3,1,3,381000
1270,50,11344,5,5,1958,1524,874,650,1524,1,1,1,144000
1271,40,23595,7,6,1979,1524,1332,192,1524,0,1,2,260000
1272,20,9156,6,7,1968,1489,1489,0,1489,2,0,2,185750
1273,20,13526,5,6,1965,935,935,0,935,1,0,1,137000
1274,80,11512,6,7,1959,1357,1357,0,1357,1,0,1,177000
1275,50,5362,5,6,1910,1250,661,589,1250,2,0,2,139000
1276,90,11345,5,5,1948,1920,928,992,1920,2,0,2,137000
1277,60,12936,6,6,1972,1395,735,660,1395,1,1,2,162000
1278,80,17871,6,5,1967,1724,1724,0,1724,1,1,2,197900
1279,60,9473,8,5,2002,2031,1128,903,2031,2,1,2,237000
1280,50,7500,4,4,1920,1128,698,430,1128,1,0,2,68400
1281,20,9808,7,5,2002,1573,1573,0,1573,2,0,2,227000
1282,20,8049,7,5,1990,1339,1339,0,1339,2,0,2,180000
1283,20,8800,5,7,1977,1040,1040,0,1040,2,0,2,150500
1284,90,9400,6,5,1971,1824,912,912,1824,2,2,0,139000
1285,50,9638,6,7,1919,2447,1699,748,2447,2,0,1,169000
1286,50,6000,6,6,1939,1412,825,587,1412,1,0,1,132500
1287,20,9790,6,5,1963,1328,1328,0,1328,1,1,2,143000
1288,20,36500,5,5,1964,1582,1582,0,1582,2,0,2,190000
1289,120,5664,8,5,2000,1659,1659,0,1659,2,0,2,278000
1290,60,11065,8,5,2006,1970,1120,850,1970,2,1,3,281000
1291,80,14112,5,7,1964,1152,1152,0,1152,1,0,2,180500
1292,160,1680,5,7,1972,1302,630,672,1302,2,1,1,119500
1293,70,6600,5,4,1892,2372,1378,994,2372,2,0,1,107500
1294,60,10140,7,5,1976,1664,832,832,1664,2,1,2,162900
1295,20,8172,5,7,1955,864,864,0,864,1,0,2,115000
1296,20,8400,5,5,1968,1052,1052,0,1052,1,1,1,138500
1297,20,8700,5,6,1963,1128,1128,0,1128,2,0,2,155000
1298,180,3675,6,5,2005,1072,1072,0,1072,2,0,2,140000
1299,60,63887,10,5,2008,5642,4692,950,5642,2,1,2,160000
1300,20,7500,5,7,1959,1246,1246,0,1246,1,1,1,154000
1301,60,10762,7,5,1999,1983,1005,978,1983,2,1,2,225000
1302,70,7500,6,7,1942,1494,753,741,1494,1,0,1,177500
1303,60,10120,8,5,1994,2526,1203,1323,2526,2,1,3,290000
1304,20,8688,7,5,2005,1616,1616,0,1616,2,0,3,232000
1305,160,3363,7,5,2004,1708,976,732,1708,2,0,2,130000
1306,20,13173,9,5,2006,1652,1652,0,1652,2,0,2,325000
1307,120,6955,7,5,2005,1368,1368,0,1368,2,0,2,202500
1308,20,8072,5,5,1994,990,990,0,990,1,0,2,138000
1309,20,12000,5,7,1948,1122,1122,0,1122,1,0,2,147000
1310,20,7153,6,5,1991,1294,1294,0,1294,2,0,2,179200
1311,20,17500,7,8,1959,1902,1902,0,1902,2,0,2,335000
1312,20,8814,7,5,2005,1274,1274,0,1274,2,0,2,203000
1313,60,9572,8,5,1990,2810,1453,1357,2810,2,1,2,302000
1314,60,14774,9,5,1999,2599,1422,1177,2599,2,1,3,333168
1315,20,8190,4,6,1954,948,948,0,948,1,0,1,119000
1316,60,11075,6,5,1969,2112,1092,1020,2112,2,1,2,206900
1317,20,10226,8,5,2008,1630,1630,0,1630,2,0,3,295493
1318,120,4230,7,5,2006,1352,1352,0,1352,2,0,2,208900
1319,20,14781,8,5,2001,1787,1787,0,1787,2,0,3,275000
1320,20,10215,4,5,1954,948,948,0,948,1,0,1,111000
1321,20,8400,6,3,1957,1478,1478,0,1478,1,1,2,156500
1322,20,6627,3,6,1949,720,720,0,720,1,0,1,72500
1323,60,10186,7,5,1992,1923,1061,862,1923,2,1,2,190000
1324,30,5330,4,7,1940,708,708,0,708,1,0,0,82500
1325,20,9986,8,5,2006,1795,1795,0,1795,2,0,3,147000
1326,30,3636,4,4,1922,796,796,0,796,1,0,0,55000
1327,30,4270,3,6,1931,774,774,0,774,1,0,0,79000
1328,20,6600,5,9,1982,816,816,0,816,1,0,1,130500
1329,50,10440,6,7,1920,2792,1584,1208,2792,2,0,2,256000
1330,60,9084,7,5,1998,1632,955,677,1632,2,1,2,176500
1331,20,10000,8,5,2006,1588,1588,0,1588,2,0,3,227000
1332,80,10780,5,5,1976,954,954,0,954,1,0,2,132500
1333,20,8877,4,6,1938,816,816,0,816,1,0,1,100000
1334,50,7200,5,6,1938,1360,803,557,1360,1,1,1,125500
1335,160,2368,5,6,1970,1365,765,600,1365,1,1,2,125000
1336,20,9650,6,5,1977,1334,1334,0,1334,2,0,2,167900
1337,90,9246,5,5,1973,1656,1656,0,1656,2,0,2,135000
1338,30,4118,4,4,1941,693,693,0,693,1,0,0,52500
1339,60,13450,7,5,2002,1861,920,941,1861,2,1,2,200000
1340,20,9560,5,7,1972,864,864,0,864,1,0,1,128500
1341,20,8294,4,5,1971,872,872,0,872,1,0,4,123000
1342,20,13695,6,5,2003,1114,1114,0,1114,1,0,2,155000
1343,60,9375,8,5,2002,2169,1284,885,2169,2,1,2,228500
1344,50,7558,6,6,1928,1913,1172,741,1913,1,1,2,177000
1345,60,11103,7,5,2006,1456,728,728,1456,2,1,2,155835
1346,30,6000,4,4,1920,960,960,0,960,1,0,1,108500
1347,20,20781,7,7,1968,2156,2156,0,2156,2,0,2,262500
1348,20,15306,8,5,2006,1776,1776,0,1776,2,0,3,283463
1349,20,16196,7,5,1998,1494,1494,0,1494,2,0,2,215000
1350,70,5250,8,5,1872,2358,938,1215,2358,2,0,0,122000
1351,90,11643,5,5,1969,2634,1338,1296,2634,2,2,4,200000
1352,60,9247,6,6,1962,1716,858,858,1716,1,1,2,171000
1353,50,6000,6,9,1937,1176,786,390,1176,1,0,2,134900
1354,50,14720,8,5,1995,3238,2053,1185,3238,2,1,3,410000
1355,60,10316,7,5,2000,1865,992,873,1865,2,1,3,235000
1356,80,10192,7,6,1968,1920,1222,698,1920,3,0,2,170000
1357,20,9477,5,5,1966,892,892,0,892,1,0,1,110000
1358,20,12537,5,6,1971,1078,1078,0,1078,1,1,2,149900
1359,160,2117,6,5,2000,1573,769,804,1573,2,1,2,177500
1360,20,16737,9,5,2004,1980,1980,0,1980,2,0,3,315000
1361,70,9842,5,6,1921,2601,990,1611,2601,3,1,2,189000
1362,20,16158,7,5,2005,1530,1530,0,1530,2,0,2,260000
1363,50,12513,4,4,1920,1738,1281,457,1738,2,0,1,104900
1364,60,8499,6,5,2006,1412,616,796,1412,2,1,2,156932
1365,160,3180,7,5,2005,1200,520,600,1200,2,1,2,144152
1366,60,7500,7,5,2000,1674,814,860,1674,2,1,2,216000
1367,60,9179,7,5,1999,1790,882,908,1790,2,1,2,193000
1368,160,2665,5,6,1977,1475,925,550,1475,2,0,1,127000
1369,120,4435,6,5,2003,848,848,0,848,1,0,2,144000
1370,20,10635,8,5,2003,1668,1668,0,1668,2,0,2,232000
1371,50,5400,4,6,1920,1374,840,534,1374,1,0,1,105000
1372,80,9600,6,6,1955,1661,1661,0,1661,1,0,1,165500
1373,60,9750,7,6,1998,2097,1108,989,2097,2,1,2,274300
1374,20,11400,10,5,2001,2633,2633,0,2633,2,1,3,466500
1375,60,10625,7,5,2005,1958,1026,932,1958,2,1,3,250000
1376,20,10991,8,5,2007,1571,1571,0,1571,2,0,3,239000
1377,30,6292,6,5,1930,790,790,0,790,1,0,1,91000
1378,50,10998,5,5,1941,1604,984,620,1604,2,0,2,117000
1379,160,1953,6,5,1973,987,483,504,987,1,1,1,83000
1380,80,9735,5,5,2006,1394,754,640,1394,2,1,2,167500
1381,30,8212,3,3,1914,864,864,0,864,1,0,1,58500
1382,20,12925,6,7,1970,2117,2117,0,2117,2,1,2,237500
1383,70,7200,7,7,1920,1762,998,764,1762,1,1,2,157000
1384,30,25339,5,7,1918,1416,1416,0,1416,2,0,2,112000
1385,50,9060,6,5,1939,1258,698,560,1258,1,0,1,105000
1386,50,5436,4,8,1922,1154,796,358,1154,1,0,1,125500
1387,60,16692,7,5,1978,2784,1392,1392,2784,3,1,2,250000
1388,50,8520,6,7,1916,2526,1664,862,2526,2,0,1,136000
1389,20,14892,9,5,2006,1746,1746,0,1746,2,0,3,377500
1390,50,6000,6,6,1941,1218,869,349,1218,1,0,2,131000
1391,20,9100,7,5,2000,1525,1525,0,1525,2,0,2,235000
1392,90,8944,5,5,1967,1584,1584,0,1584,2,0,3,124000
1393,85,7838,5,5,1967,900,900,0,900,1,0,1,123000
1394,190,10800,6,7,1905,1912,1221,691,1912,2,0,2,163000
1395,120,4045,7,5,2006,1500,1500,0,1500,2,0,3,246578
1396,60,12665,8,5,2005,2482,1133,1349,2482,2,1,3,281213
1397,20,57200,5,5,1948,1687,1687,0,1687,1,0,2,160000
1398,70,6120,5,8,1920,1513,939,574,1513,1,1,1,137500
1399,50,7200,5,4,1950,1904,1136,768,1904,1,1,1,138000
1400,50,6171,6,6,1925,1608,1160,448,1608,2,1,1,137450
1401,50,6000,6,7,1929,1158,950,208,1158,1,0,1,120000
1402,60,7415,6,5,2004,1593,864,729,1593,2,1,2,193000
1403,20,6762,7,5,2006,1294,1294,0,1294,2,0,2,193879
1404,20,15256,8,5,2007,1464,1464,0,1464,2,0,3,282922
1405,50,10410,3,4,1915,1214,694,520,1214,1,0,3,105000
1406,120,3842,8,5,2004,1646,1646,0,1646,2,0,2,275000
1407,85,8445,5,7,1972,768,768,0,768,1,0,2,133000
1408,20,8780,5,5,1985,833,833,0,833,1,0,0,112000
1409,70,7740,4,7,1910,1363,741,622,1363,1,0,2,125500
1410,60,20544,7,6,1986,2093,1236,857,2093,2,1,2,215000
1411,60,12420,7,5,2001,1840,944,896,1840,2,1,2,230000
1412,50,9600,6,8,1950,1668,1112,556,1668,1,1,1,140000
1413,90,7200,4,5,1949,1040,1040,0,1040,2,0,2,90000
1414,20,10994,8,5,2005,1844,1844,0,1844,2,0,2,257000
1415,50,13053,6,7,1923,1848,1053,795,1848,1,1,2,207000
1416,120,3635,7,5,2007,1569,1569,0,1569,2,0,3,175900
1417,190,11340,4,6,1885,2290,1246,1044,2290,2,0,2,122500
1418,60,16545,8,5,1998,2450,1310,1140,2450,2,1,3,340000
1419,20,9204,5,5,1963,1144,1144,0,1144,1,1,1,124000
1420,20,16381,6,5,1969,1844,1844,0,1844,2,0,2,223000
1421,60,11700,6,6,1968,1416,708,708,1416,2,1,2,179900
1422,120,4043,6,5,1977,1069,1069,0,1069,2,0,2,127500
1423,120,4435,6,5,2003,848,848,0,848,1,0,2,136500
1424,80,19690,6,7,1966,2201,1575,626,2201,2,0,2,274970
1425,20,9503,5,5,1958,1344,1344,0,1344,1,0,1,144000
1426,20,10721,6,6,1959,1252,1252,0,1252,1,0,2,142000
1427,60,10944,7,5,1994,2127,1223,904,2127,2,1,2,271000
1428,50,10930,5,6,1945,1558,1048,510,1558,1,1,1,140000
1429,30,7200,5,7,1940,804,804,0,804,1,0,1,119000
1430,20,12546,6,7,1981,1440,1440,0,1440,2,0,2,182900
1431,60,21930,5,5,2005,1838,734,1104,1838,2,1,2,192140
1432,120,4928,6,6,1976,958,958,0,958,2,0,2,143750
1433,30,10800,4,6,1927,968,968,0,968,2,0,1,64500
1434,60,10261,6,5,2000,1792,962,830,1792,2,1,2,186500
1435,20,17400,5,5,1977,1126,1126,0,1126,2,0,2,160000
1436,20,8400,6,9,1962,1537,1537,0,1537,1,1,2,174000
1437,20,9000,4,6,1971,864,864,0,864,1,0,2,120500
1438,20,12444,8,5,2008,1932,1932,0,1932,2,0,3,394617
1439,20,7407,6,7,1957,1236,1236,0,1236,1,0,2,149700
1440,60,11584,7,6,1979,1725,1040,685,1725,2,1,2,197000
1441,70,11526,6,7,1922,2555,1423,748,2555,2,0,2,191000
1442,120,4426,6,5,2004,848,848,0,848,1,0,2,149300
1443,60,11003,10,5,2008,2007,1026,981,2007,2,1,3,310000
1444,30,8854,6,6,1916,952,952,0,952,1,0,1,121000
1445,20,8500,7,5,2004,1422,1422,0,1422,2,0,2,179600
1446,85,8400,6,5,1966,913,913,0,913,1,0,1,129000
1447,20,26142,5,7,1962,1188,1188,0,1188,1,0,1,157900
1448,60,10000,8,5,1995,2090,1220,870,2090,2,1,2,240000
1449,50,11767,4,7,1910,1346,796,550,1346,1,1,1,112000
1450,180,1533,5,7,1970,630,630,0,630,1,0,0,92000
1451,90,9000,5,5,1974,1792,896,896,1792,2,2,0,136000
1452,20,9262,8,5,2008,1578,1578,0,1578,2,0,3,287090
1453,180,3675,5,5,2005,1072,1072,0,1072,1,0,2,145000
1454,20,17217,5,5,2006,1140,1140,0,1140,1,0,0,84500
1455,20,7500,7,5,2004,1221,1221,0,1221,2,0,2,185000
1456,60,7917,6,5,1999,1647,953,694,1647,2,1,2,175000
1457,20,13175,6,6,1978,2073,2073,0,2073,2,0,2,210000
1458,70,9042,7,9,1941,2340,1188,1152,2340,2,0,1,266500
1459,20,9717,5,6,1950,1078,1078,0,1078,1,0,1,142125
1460,20,9937,5,6,1965,1256,1256,0,1256,1,1,1,147500
